USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME
system         842     1   37700   2004 0                   0 S android.hardware.health@2.0-service.bonito
system         844     1   37236   1396 0                   0 S android.hardware.light@2.0-service
system         846     1   37220   1520 0                   0 S android.hardware.memtrack@1.0-service
system         847     1   81712   1476 0                   0 S android.hardware.neuralnetworks@1.2-service-qti
nfc            849     1   49184   1408 0                   0 S android.hardware.nfc@1.2-service
hsm            850     1   42452   1344 0                   0 S android.hardware.oemlock@1.0-service.citadel
system         851     1   77704   1852 0                   0 S android.hardware.power.stats@1.0-service.pixel
root           852     1   76628   1560 0                   0 S android.hardware.power@1.3-service.pixel-libperfmgr
system         854     1  550540   1392 0                   0 S android.hardware.sensors@1.0-service
system         856     1   58968   1668 0                   0 S android.hardware.thermal@2.0-service.pixel
root           857     1   93856   1284 0                   0 S android.hardware.usb@1.1-service.bonito
system         859     1   37396   1644 0                   0 S android.hardware.vibrator@1.2-service.bonito
hsm            860     1   42436   1296 0                   0 S android.hardware.weaver@1.0-service.citadel
system         861     1   76964   1200 0                   0 S pixelstats-vendor
radio          862     1   84276   1388 0                   0 S vendor.google.radioext@1.0-service
wifi           864     1   98496   9932 0                   0 S vendor.google.wifi_ext@1.0-service-vendor
system         865     1   36620   1372 0                   0 S vendor.qti.hardware.tui_comm@1.0-service-qti
mediacodec     866     1   39904   1108 0                   0 S vendor.qti.media.c2@1.0-service
system         868     1  148556   1152 0                   0 S pm-service
system         870     1   99728   1160 0                   0 S sensors.qti
nobody         873     1  113596   1428 0                   0 S rmt_storage
vendor_rfs     874     1   38752   1256 0                   0 S tftp_server
root           877     1   62888   1144 0                   0 S modem_svc
system         878     1   59948   1248 0                   0 S pd-mapper
root           882     1   35248   1456 0                   0 S msm_irqbalance
nobody         884     1   35880   1464 0                   0 S ashmemd
audioserver    885     1 2860792   1172 0                   0 S audioserver
gpu_service    886     1   59560   1448 0                   0 S gpuservice
lmkd           887     1   34640   2476 0                   0 S lmkd
root           900     2       0      0 0                   0 S [psimon]
system         902     1   93124   1288 0                   0 S pm-proxy
root           903     2       0      0 0                   0 S [cdsp_IPCRTR]
graphics       904     1   78704   1352 0                   0 S mm-pp-dpps
root           910     2       0      0 0                   0 S [qmi_hndl0000000]
root           911     2       0      0 0                   0 S [adsp]
root           912     2       0      0 0                   0 S [modem]
nobody         932     1   52304   1176 0                   0 S traced
nobody         933     1   52304   1100 0                   0 S traced_probes
root           937     1  802312   1064 0                   0 S thermal-engine
system         938     1   73856   1264 0                   0 S adsprpcd
system         939     1   73872   1256 0                   0 S cdsprpcd
media          940     1   73856   1272 0                   0 S adsprpcd
system         941     1   73856   1276 0                   0 S adsprpcd
root           942     2       0      0 0                   0 S [qmi_hndl0000000]
system         943     1   38448   1316 0                   0 S imsqmidaemon
radio          944     1 2321916   1468 0                   0 S cnd
radio          945     1 1634264   1200 0                   0 S netmgrd
radio          946     1   72340   1000 0                   0 S port-bridge
root           948     2       0      0 0                   0 S [qmi_hndl0000000]
radio          949     1  113604   1264 0                   0 S ipacm
radio          950     1   96672   1316 0                   0 S qti
cameraserver   955     1   57604    260 0                   0 S cameraserver
drm            956     1   28148    336 0                   0 S drmserver
incidentd      958     1   76304   1520 0                   0 S incidentd
root           959     1  272276   1936 0                   0 S installd
keystore       961     1 2160652   2268 0                   0 S keystore
media          971     1 2246352   1388 0                   0 S mediadrmserver
mediaex        972     1 270875560 1788 0                   0 S media.extractor
media          976     1 2246040   1596 0                   0 S media.metrics
media          981     1  146248    672 0                   0 S mediaserver
statsd         991     1  252304   9448 0                   0 S statsd
root          1008     1  100308   1716 0                   0 S storaged
wifi          1019     1   38484   2148 0                   0 S wificond
mediacodec    1021     1   24292    388 0                   0 S media.codec
nobody        1024     1   37640   1344 0                   0 S easelmanagerd
radio         1029     1 1103644   2008 0                   0 S qcrild
mediacodec    1032     1 271218972 1464 0                   0 S media.swcodec
system        1034     1  151012   1364 0                   0 S cnss-daemon
gps           1037     1   74328   1300 0                   0 S loc_launcher
system        1038     1  128352   1264 0                   0 S chre
system        1039     1 2137888   1404 0                   0 S gatekeeperd
tombstoned    1040     1   34128   1192 0                   0 S tombstoned
root          1041     1   44180   1596 0                   0 S update_engine
system        1043     1   76948   1280 0                   0 S android.hardware.biometrics.fingerprint@2.1-service.fpc
root          1046   786   33988   1368 0                   0 S iptables-restore
root          1047   786   33996   1428 0                   0 S ip6tables-restore
system        1068     1 2301868   1296 0                   0 S imsdatadaemon
shell         1078     1  204808   4104 0                   0 S adbd
gps           1083  1037 2263660   1416 0                   0 S lowi-server
gps           1084  1037  153704   1120 0                   0 S xtra-daemon
root          1124     2       0      0 0                   0 S [lpass_IPCRTR]
root          1151     2       0      0 0                   0 S [msm_slim_qmi_cl]
root          1152     2       0      0 0                   0 S [qmi_hndl0000000]
root          1153     2       0      0 0                   0 S [qmi_hndl0000000]
root          1154     2       0      0 0                   0 S [qmi_hndl0000000]
root          1156     2       0      0 0                   0 S [qmi_hndl0000000]
root          1158     2       0      0 0                   0 S [qmi_hndl0000000]
root          1165     2       0      0 0                   0 S [irq/423-arm-smm]
root          1168     2       0      0 0                   0 S [irq/424-arm-smm]
root          1170     2       0      0 0                   0 S [irq/118-mbhc sw]
root          1171     2       0      0 0                   0 S [irq/116-Button ]
root          1172     2       0      0 0                   0 S [irq/115-Button ]
root          1173     2       0      0 0                   0 S [irq/114-Elect I]
root          1174     2       0      0 0                   0 S [irq/117-Elect R]
root          1175     2       0      0 0                   0 S [irq/121-HPH_L O]
root          1176     2       0      0 0                   0 S [irq/120-HPH_R O]
root          1195     2       0      0 0                   0 S [irq/273-rt5514-]
u0_a1293      1285 23437       0      0 0                   0 Z [ps]
root          1290     2       0      0 0                   0 S [mpss_IPCRTR]
root          1348     2       0      0 0                   0 S [qmi_hndl0000000]
root          1349     2       0      0 0                   0 S [qmi_hndl0000000]
root          1356     2       0      0 0                   0 S [qmi_hndl0000000]
root          1358     2       0      0 0                   0 S [qmi_hndl0000000]
system        1404     1  123736   1352 0                   0 S ims_rtp_daemon
system        1410     1  128168   1188 0                   0 S imsrcsd
root          1423     2       0      0 0                   0 S [qmi_hndl0000001]
system        1425   819 8926544 429920 0                   0 S system_server
root          1521     2       0      0 0                   0 S [ipawq34]
root          1522     2       0      0 0                   0 S [iparepwq34]
root          1523     2       0      0 0                   0 S [ipawq35]
root          1524     2       0      0 0                   0 S [iparepwq35]
root          1633     2       0      0 0                   0 S [kworker/u17:5]
root          1745     2       0      0 0                   0 S [ipawq13]
root          1746     2       0      0 0                   0 S [iparepwq13]
root          1747     2       0      0 0                   0 S [ipawq15]
root          1748     2       0      0 0                   0 S [iparepwq15]
u0_a156       1823   819 6347164 107084 0                   0 S com.android.systemui
network_stack 1894   819 5221244  25776 0                   0 S com.google.android.networkstack
radio         1926   819 5138284  20572 0                   0 S .dataservices
radio         1976   819 5041112  14744 0                   0 S com.qualcomm.qti.telephonyservice
u0_a118       1985   819 5038540  15660 0                   0 S com.google.android.grilservice
radio         2013   819 5769736  49208 0                   0 S com.android.phone
u0_a1293      2079 23437       0      0 0                   0 Z [ps]
u0_a69        2130   819 5103660  33776 0                   0 S com.google.android.ext.services
root          2184     2       0      0 0                   0 S [kworker/u17:2]
root          2244     2       0      0 0                   0 S [kworker/u16:9]
u0_a143       2353   819 5923784  99708 0                   0 S com.google.android.gms.persistent
u0_a1293      2392 23437       0      0 0                   0 Z [ps]
u0_a417       2406   820 2200276  52124 0                   0 S com.tencent.mm:push
root          2522     2       0      0 0                   0 S [kworker/u16:10]
root          2611     2       0      0 0                   0 S [irq/144-1436400]
u0_a126       2707   819 5300092  28364 0                   0 S com.google.android.apps.scone
radio         2771   819 4989300  14920 0                   0 S com.qualcomm.qcrilmsgtunnel
u0_a148       2808   819 5371524  31748 0                   0 S com.google.android.ims
u0_a113       2831   819 5870676  57124 0                   0 S com.google.android.as
nfc           2897   819 5195032  50720 0                   0 S com.android.nfc
secure_element 2917  819 5019404  14480 0                   0 S com.android.se
radio         2948   819 5089332  17764 0                   0 S com.android.ims.rcsservice
system        2969   819 5016820  14456 0                   0 S com.google.SSRestartDetector
u0_a164       2998   819 5054372  14196 0                   0 S com.qualcomm.qti.services.secureui:sui_service
root          3240   592       0      0 0                   0 Z [crash_dump64]
root          3627     2       0      0 0                   0 S [kworker/6:1H]
u0_a1171      4197   820 1896084  41816 0                   0 S com.qihoo.browser:PushClient
root          4494     2       0      0 0                   0 S [kworker/4:0]
u0_a1171      4615  4197       0      0 0                   0 Z [ps]
root          5066     2       0      0 0                   0 S [kworker/1:2]
u0_i1         5210  5424 1291952  32404 0                   0 S com.android.chrome:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:1
u0_a1293      5349 23437       0      0 0                   0 Z [ps]
u0_a187       5386   820 1385984  42516 0                   0 S com.android.chrome
u0_a187       5424   820 1800924  13096 0                   0 S com.android.chrome_zygote
u0_i0         5459  5424 1396140  21832 0                   0 S com.android.chrome:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
u0_a187       5471   820 1347316  37232 0                   0 S com.android.chrome:privileged_process0
root          5488     2       0      0 0                   0 S [kworker/2:1]
root          5656     2       0      0 0                   0 S [kworker/7:0]
root          5715     2       0      0 0                   0 S [kworker/u17:1]
root          5716     2       0      0 0                   0 S [kworker/u17:6]
u0_a1171      5733   820 1874384  41288 0                   0 S com.qihoo.browser:pushbrowser
root          5773     2       0      0 0                   0 S [kworker/0:1]
root          5867     2       0      0 0                   0 S [kworker/6:0]
root          5922   592       0      0 0                   0 Z [crash_dump64]
u0_a1285      6217   820 1965572  26604 0                   0 S com.ss.android.ugc.aweme:push
root          6387   592       0      0 0                   0 Z [crash_dump64]
root          6791     2       0      0 0                   0 S [kworker/3:0]
u0_a1293      6829 23437       0      0 0                   0 Z [ps]
root          7082     2       0      0 0                   0 S [kworker/u16:3]
root          7374     2       0      0 0                   0 S [kworker/5:2]
root          7614     2       0      0 0                   0 S [kworker/7:1]
root          8027     2       0      0 0                   0 S [dsi_err_workq]
root          8028     2       0      0 0                   0 S [kworker/u16:12]
root          8030     2       0      0 0                   0 S [kworker/1:1]
root          8031     2       0      0 0                   0 S [irq/272-synapti]
root          8032     2       0      0 0                   0 S [kworker/u17:7]
root          8066     2       0      0 0                   0 S [kworker/4:1]
u0_a65        8106   819 5034644  36980 0                   0 S android.process.media
root          8262     2       0      0 0                   0 S [kworker/2:2H]
root          8359     2       0      0 0                   0 S [kworker/6:1]
u0_a122       8821   819 5928904  19568 0                   0 S com.google.android.googlequicksearchbox:interactor
u0_a197       8930   819 5846812  42912 0                   0 S com.google.android.inputmethod.latin
u0_a1293      9083 23437       0      0 0                   0 Z [ps]
u0_a121       9238   820 1308344  63660 0                   0 S com.android.vending
root          9339     2       0      0 0                   0 S [kworker/0:2]
u0_a561       9556   820 1204904  37248 0                   0 S com.minshengec.fuli.app
u0_a1306      9636   820 2174744  63376 0                   0 S com.ss.android.article.news
u0_a487       9726   820 2036884  49768 0                   0 S enfc.metro
u0_a487       9784  9726 1949652  17224 0                   0 S enfc.metro
u0_a487       9897  9726   95908   5916 0                   0 S libweexjsb.so
u0_a1306      9949   820 1969432  48896 0                   0 S com.ss.android.article.news:push
u0_a1285      9981   820 2056032  79200 0                   0 S com.ss.android.ugc.aweme
u0_a473      10204   820 2403520  69884 0                   0 S com.tencent.qqmusic
u0_a473      10298   820 1976728  35028 0                   0 S com.tencent.qqmusic:QQPlayerService
u0_a203      10532   820 1200020  38024 0                   0 S com.zhangyangjing.starfish:filedownloader
u0_i9180     10726 12994 1183340  27312 0                   0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0
u0_a85       11074   819 5017032  31272 0                   0 S com.qualcomm.telephony
u0_a1306     11084   820 1924748  38828 0                   0 S com.ss.android.article.news:downloader
u0_a648      11240   820 1198504  36044 0                   0 S com.alensw.PicFolder:service
root         11262     2       0      0 0                   0 S [kworker/4:0H]
u0_a1306     11315   820 1959040  47840 0                   0 S com.ss.android.article.news:pushservice
u0_a648      11420   820 1220364  23144 0                   0 S com.alensw.PicFolder:core
u0_a648      11472     1    8012    336 0                   0 S daemon
root         11573     2       0      0 0                   0 S [kworker/u17:8]
root         11593     2       0      0 0                   0 S [kworker/3:2]
root         11597     2       0      0 0                   0 S [kworker/2:0]
u0_a417      11613   820 2430960 108008 0                   0 S com.tencent.mm
u0_i9175     11654 12994 1309576  19532 0                   0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0
u0_i9182     12081 12994 1183340  27820 0                   0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0
shell        12162  1078   34364   1988 __skb_wait_for_more_packets 0 S logcat
u0_a1346     12345   819 5045880  74808 0                   0 S com.malin.hook
u0_a648      12510   820 1193172  40932 0                   0 S com.alensw.PicFolder
root         12543     2       0      0 0                   0 S [kworker/5:0]
u0_a107      12574   819 5318920  40408 0                   0 S com.google.android.apps.gcs
root         12628     2       0      0 0                   0 S [kworker/1:0]
u0_a176      12631   819 5550836  51600 0                   0 S com.google.android.apps.messaging
u0_a139      12715   819 4957712  40592 0                   0 S com.google.android.setupwizard
u0_a1293     12740 23437       0      0 0                   0 Z [ps]
u0_a1293     12744 23437 2124780  24392 0                   0 S com.ziroom.ziroomcustomer
u0_a1144     12760   819 6337200  59904 0                   0 S com.UCMobile.intl:resident
u0_a422      12829   820 2004056  71788 0                   0 S com.tencent.mtt:service
u0_a422      12862   820 1978340  64696 0                   0 S com.tencent.mtt
u0_a204      12919   819 5448728  56124 0                   0 S com.google.android.apps.walletnfcrel
root         12956     2       0      0 0                   0 S [kworker/0:1H]
webview_zygote 12994 820 1732960  11752 0                   0 S webview_zygote
root         12996     2       0      0 0                   0 S [kworker/6:2]
u0_a422      13037   820 1955144  65328 0                   0 S com.tencent.mtt:xg_service_v3
u0_a121      13165   820 1237980  51104 0                   0 S com.android.vending:instant_app_installer
root         13218     2       0      0 0                   0 S [kworker/u17:9]
u0_a61       13222   819 5112824  50516 0                   0 S android.process.acore
root         13247     2       0      0 0                   0 S [kworker/2:2]
u0_a231      13262   820 2036840  82024 0                   0 S com.sankuai.meituan:dppushservice
u0_a816      13344   819 5978872  39916 0                   0 S com.yandex.browser:Metrica
u0_a1285     13388   820 1974832  31776 0                   0 S com.ss.android.ugc.aweme:pushservice
u0_a561      13398   820 1214336  48412 0                   0 S com.minshengec.fuli.app:pushcore
root         13447     2       0      0 0                   0 S [kworker/7:2]
u0_a487      13462   820 1921448  95880 0                   0 S enfc.metro:pushcore
u0_a487      13488 13462 1948624  98188 0                   0 S enfc.metro:pushcore
root         13500     2       0      0 0                   0 S [kworker/0:0]
shell        13526  1078   35988   2288 0                   0 R ps
u0_a149      13826   819 5579080  69424 0                   0 S com.google.android.apps.nexuslauncher
root         14771     2       0      0 0                   0 S [kworker/u16:1]
root         16491     2       0      0 0                   0 S [kworker/3:2H]
root         18000     2       0      0 0                   0 S [kworker/1:0H]
u0_a432      18301   820 1329876  26064 0                   0 S com.cmbc.moa.moa_firefly:CMCoreService
u0_a432      18390   820 1292784  24784 0                   0 S com.cmbc.moa.moa_firefly:pushservice
u0_i9165     19164 12994 1183340  14388 0                   0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0
root         19359     2       0      0 0                   0 S [kworker/7:1H]
root         19369     2       0      0 0                   0 S [kworker/0:2H]
u0_a432      19383   820 1611340  67332 0                   0 S com.cmbc.moa.moa_firefly
u0_a122      19750   819 7072468  38448 0                   0 S com.google.android.googlequicksearchbox:search
root         20287     2       0      0 0                   0 S [kworker/6:2H]
u0_i9167     20612 12994 1260932  16580 0                   0 S com.google.android.webview:sandboxed_process1:org.chromium.content.app.SandboxedProcessService1
bluetooth    20755   819 5344816  17392 0                   0 S com.android.bluetooth
root         21278     2       0      0 0                   0 S [kworker/u17:4]
root         22517     2       0      0 0                   0 S [irq/425-arm-smm]
root         22522     2       0      0 0                   0 S [irq/426-arm-smm]
root         22526     2       0      0 0                   0 S [kworker/u16:15]
u0_a1293     23246   820 2046492  35480 0                   0 S com.ziroom.ziroomcustomer:pushservice
u0_a1293     23306 23246       0      0 0                   0 Z [ps]
u0_a1293     23437   820 2125852  51500 0                   0 S com.ziroom.ziroomcustomer
root         23476     2       0      0 0                   0 S [kworker/1:2H]
u0_a1293     23525 23437       0      0 0                   0 Z [ps]
u0_a135      24886   819 6114364  62960 0                   0 S com.google.android.dialer
u0_a1293     25323 23437       0      0 0                   0 Z [ps]
u0_a158      25336   819 5198560  22488 0                   0 S com.google.android.tts
root         25920     2       0      0 0                   0 S [kworker/u16:5]
u0_a1293     26268 23437       0      0 0                   0 Z [ps]
shell        26353  1078  128940   1652 unix_stream_read_generic 0 S abb
root         26398     2       0      0 0                   0 S [kworker/u16:7]
u0_a1293     26927 23437       0      0 0                   0 Z [ps]
wifi         27390     1 2140696   2028 0                   0 S wpa_supplicant
root         27400     2       0      0 0                   0 S [cds_mc_thread]
root         27401     2       0      0 0                   0 S [cds_ol_rx_threa]
root         27402     2       0      0 0                   0 S [wmi_rx_event_wo]
u0_a1293     28185 23437       0      0 0                   0 Z [ps]
root         28412     2       0      0 0                   0 S [kworker/u17:0]
u0_a1293     29101 23437       0      0 0                   0 Z [ps]
root         29356     2       0      0 0                   0 S [kworker/u16:6]
root         29470     2       0      0 0                   0 S [kworker/u16:13]
u0_a1293     30288 23437       0      0 0                   0 Z [ps]
root         30409     2       0      0 0                   0 S [kworker/5:1]
root         30415     2       0      0 0                   0 S [kworker/7:0H]
root         30455   592       0      0 0                   0 Z [crash_dump64]
u0_a143      30591   819 5160352  34000 0                   0 S com.google.process.gservices
u0_a546      30596   819 5661236  17660 0                   0 S com.mskj.teamwork
u0_a143      31658   819 6472848  87240 0                   0 S com.google.android.gms
root         32183     2       0      0 0                   0 S [kworker/u17:3]
u0_a1171     32233   820 1893412  40108 0                   0 S com.qihoo.browser
root         32683     2       0      0 0                   0 S [kworker/5:2H]
